ENGINE_TOTAL,1
BATTERY_CAPACITY,75 
BATTERY_VOLTAGE,350 
MAX_RANGE,530       
MAX_TORQUE,650    
MAX_ENGINE_POWER,393 
MAX_AC_POWER,3500     
MAX_SPEED_SPORT,261  
MAX_SPEED_ECO,210   
MAX_RPM,17000       
WEIGHT,1567          
WHEEL_RADIUS,36     
AC_TEMP_MAX,28 
AC_TEMP_MIN,15 
WIND_LEVEL_MAX,5
